item_id,headline,category,source,collected_at,suggested_label,suggested_rules,gold_label,split,annotator,notes
180,"China Russia ties are 'precious' in the current international context, Xi Jinping says",world,AP News,1776288260900,simple_clause,finite_subject_verb_clause,simple_clause,,codex,
181,White House budget chief Russell Vought won't estimate Iran war cost in testimony,domestic,CNBC,1776288260717,other,fallback_other,simple_clause,,codex,
182,US House passes stopgap DHS funding bill after Republicans reject Senate deal theguardian.com,domestic,Unknown,1774755272330,simple_clause,finite_subject_verb_clause,simple_clause,,codex,
183,Study: Birthright travelers look different after Oct. 7 but the effect remains the same,world,The Times of Israel,1774359829879,coordination,coordination_cc_conj_pattern,coordination,,codex,
184,Thousands gather for anti far right march in London,world,BBC,1774755272716,simple_clause,finite_subject_verb_clause,simple_clause,,codex,
185,Hezbollah terrorists caught off guard as IDF troops encircle enemy in Bint Jbeil ynetnews,world,Unknown,1776288260900,simple_clause,finite_subject_verb_clause,noun_phrase_fragment,,codex,
186,Actuarial Warfare: How Seven Insurance Letters Closed the World's Most Critical Chokepoint and Why Markets Are Mispricing Duration by 300% Shanaka Anslem Perera,world,Substack,1773149097737,coordination,coordination_cc_conj_pattern,other,,codex,
187,Deal emerges to end Homeland Security budget standoff as TSA disruptions deepen,domestic,AP News,1774359829534,simple_clause,finite_subject_verb_clause,simple_clause,,codex,
188,"Iranian Kurdish fighters say they're ready to strike Tehran, waiting for opening",world,Fox News,1773149097737,simple_clause,finite_subject_verb_clause,simple_clause,,codex,
189,Economic Fury Targets Illicit Oil Smuggling Network Run by Iranian Regime Elite U.S. Department of the Treasury (.gov),domestic,Unknown,1776288260717,noun_phrase_fragment,no_finite_clause_nominal_fragment,simple_clause,,codex,
190,"Capturing Iran's highly enriched uranium would require a large US ground force, sources say",domestic,CNN,1773149097430,simple_clause,finite_subject_verb_clause,simple_clause,,codex,
191,"Israel kills 3 journalists in Lebanon, including reporter for Hezbollah run broadcaster",world,CNN,1774755272716,simple_clause,finite_subject_verb_clause,simple_clause,,codex,
192,Hormuz fertiliser block will upend world's food production,world,Financial Times,1774359829879,other,fallback_other,simple_clause,,codex,
193,FBI confirms hackers targeted Kash Patel's personal emails,domestic,Politico,1774755272331,simple_clause,finite_subject_verb_clause,simple_clause,,codex,
194,Sudan enters a fourth year of war as officials lament an 'abandoned crisis',world,AP News,1776288260900,simple_clause,finite_subject_verb_clause,simple_clause,,codex,
195,"Trump Breaks With Meloni, Italy's Leader, Amid Dispute Over Pope and Iran",domestic,The New York Times,1776288260717,coordination,coordination_cc_conj_pattern,simple_clause,,codex,
196,Smotrich says Litani River should be Israel's new border with Lebanon,world,The Times of Israel,1774359829879,simple_clause,finite_subject_verb_clause,simple_clause,,codex,
197,"Scoop: Trump discussed ""Jesus"" meme with Bill Pulte before posting it, sources say",domestic,Axios,1776288260716,simple_clause,finite_subject_verb_clause,simple_clause,,codex,
198,"Ohio State president resigns after 'inappropriate relationship,"" university announces",domestic,WHIO TV,1773149097430,other,fallback_other,simple_clause,,codex,
199,Spain finalizes amnesty measure for potentially hundreds of thousands of immigrants,world,AP News,1776288260900,simple_clause,finite_subject_verb_clause,simple_clause,,codex,
200,German president slams Trump's Iran war as illegal politico.eu,world,Unknown,1774359829879,simple_clause,finite_subject_verb_clause,simple_clause,,codex,
