item_id,headline,category,gold_label,gold_lead_frame,suggested_agency_style,gold_agency_style,suggested_density_band,gold_density_band,suggested_rhetorical_mode,gold_rhetorical_mode,annotator,batch,suggested_lead_frame
135,Cargo Spacecraft Suffers Glitch En Route to ISS newser.com,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B06,actor_entity_first
136,"Saudis and UAE Take Steps Toward Joining Iran War, WSJ Reports",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B06,actor_entity_first
137,Europe's far right backs Orbán as Hungary's coming election puts his brand to the test,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B06,actor_entity_first
138,"Ukrainian drones killing Russian troops faster than Moscow can replace them, drone commander says",world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B06,context_first
139,Thousands of Marines to Arrive in Centcom the Same Day as Trump's Iran Deadline,world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B06,actor_entity_first
140,"Pit viper, flying snake and geckos among new species uncovered in Cambodian caves",world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B06,actor_entity_first
141,Study: Birthright travelers look different after Oct. 7 but the effect remains the same,world,coordination,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B06,actor_entity_first
142,'Good decision.' Le Pen supports Hungary blocking EU's Ukraine loan politico.eu,world,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B06,context_first
143,Putin is the real winner in Trump's Iran war as it puts Russian oil back on the map,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,analysis_explainer,codex,B06,actor_entity_first
144,Ukraine hits major Russian oil port near Finland,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B06,actor_entity_first
145,Strikes hit Tehran safe houses as checkpoints spread nationwide ایران اینترنشنال,world,simple_clause,event_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B06,event_first
146,Israel launches new strikes on Tehran as Trump pauses Iran energy attacks,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B06,actor_entity_first
147,"Iran attacks in Strait of Hormuz are 'economic terrorism against every nation,' UAE oil CEO says",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B06,actor_entity_first
148,"Russia's 'meat assaults' in Ukraine cost it over 6,000 troops in four days, Kyiv says politico.eu",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B06,actor_entity_first
149,Pope Leo says aerial military strikes should be banned,world,passive_clause,actor_entity_first,passive_agent_omitted,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B06,actor_entity_first
150,Trump's new red line could set the Iran war on a fateful course,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,analysis_explainer,codex,B06,actor_entity_first
151,Iran War: Five Things to Know,world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,analysis_explainer,codex,B07,actor_entity_first
152,Thousands of 'No Kings' protests planned in opposition to Trump amid Iran war,domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B07,actor_entity_first
153,Bills to pay FAA and TSA workers during shutdowns get introduced but keep stalling in Congress,domestic,passive_clause,actor_entity_first,passive_agent_omitted,passive_agent_omitted,medium_density,medium_density,straight_report,straight_report,codex,B07,actor_entity_first
154,"California attack survivors, who were not believed by police, get the last word against kidnapper",domestic,simple_clause,actor_entity_first,passive_with_agent,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B07,actor_entity_first
155,Pentagon prepares for weeks of ground operations in Iran,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B07,actor_entity_first
156,Missing aid boats land in Cuba after being located by Mexican navy nbcnews.com,domestic,simple_clause,action_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B07,action_first
157,Record Number of T.S.A. Employees Called Out on Friday,domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B07,actor_entity_first
158,US House passes stopgap DHS funding bill after Republicans reject Senate deal theguardian.com,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B07,actor_entity_first
159,Vice President JD Vance tops CPAC's straw poll to be US president in 2028,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B07,actor_entity_first
160,"Navy shipyard workers approve a contract deal with Bath Iron Works, ending weeklong strike",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B07,actor_entity_first
161,"At CPAC, many Republicans stand by Trump on Iran. But they're divided on how the war could end.",domestic,coordination,context_first,active_or_nonpassive,active_or_nonpassive,low_density,low_density,analysis_explainer,analysis_explainer,codex,B07,context_first
162,"USS Tripoli Operating in CENTCOM, USS Gerald R. Ford in Croatia",domestic,coordination,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B07,actor_entity_first
163,Live Updates: Hundreds protest outside ICE building in Portland Oregon Public Broadcasting,domestic,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,live_or_alert,live_or_alert,codex,B07,context_first
164,All clear given at State Capitol after bomb threat scare,domestic,passive_clause,actor_entity_first,active_or_nonpassive,passive_agent_omitted,medium_density,medium_density,straight_report,straight_report,codex,B07,actor_entity_first
165,ICE at Airports Trains Us to Accept Being Terrorized in Our Daily Lives,domestic,simple_clause,actor_entity_first,passive_agent_omitted,active_or_nonpassive,medium_density,medium_density,live_or_alert,analysis_explainer,codex,B07,actor_entity_first
166,"'Premature': Anthropic still in trouble despite court win, lawyers and lobbyists say",domestic,other,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B07,context_first
167,F.B.I. Said to Dig Up Old Investigative Files on Democratic Lawmaker,domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B07,actor_entity_first
168,How successful has Trump been in his now one month old war in Iran?,domestic,question_form,other_lead,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,question_hook,question_hook,codex,B07,other_lead
169,Reza Pahlavi pledges to 'make Iran great again' at 2026 CPAC conference,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B07,actor_entity_first
170,CPAC activists embrace Paxton as MAGA's choice for Senate over Cornyn,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B07,actor_entity_first
171,U.S. Tomahawks are being used in Iran war faster than stockpile is being refilled,domestic,passive_clause,actor_entity_first,passive_agent_omitted,passive_agent_omitted,medium_density,medium_density,straight_report,straight_report,codex,B07,actor_entity_first
172,FBI confirms hackers targeted Kash Patel's personal emails,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B07,actor_entity_first
173,Trump just ended a 165 year tradition by signing your dollar bills here's why no president has ever done it before,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,analysis_explainer,analysis_explainer,codex,B07,actor_entity_first
174,Trump wants a deadlocked Congress to move on AI. Frustrated states say they already have,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B07,actor_entity_first
175,Iran War Live Updates: Tehran Hit by Heavy Airstrikes as U.S. Marines Arrive in Middle East,world,passive_clause,actor_entity_first,active_or_nonpassive,passive_with_agent,high_density,high_density,live_or_alert,live_or_alert,codex,B07,actor_entity_first
176,Yemen's Houthis launch ballistic missile at Israel as Middle East conflict escalates,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B08,actor_entity_first
177,How Pakistan Wooed Trump and Styled Itself as a Peace Broker in Iran Conflict,world,coordination,other_lead,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,analysis_explainer,analysis_explainer,codex,B08,other_lead
178,"European allies say Russia is helping Iran more than the U.S. has acknowledged, sources say",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B08,actor_entity_first
179,Ukraine war briefing: Zelenskyy drums up defence agreements with Gulf states on countering missiles and drones theguardian.com,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,analysis_explainer,codex,B08,actor_entity_first
180,Iranian attack on Saudi base injures U.S. troops as more American forces arrive in the Middle East pbs.org,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B08,actor_entity_first
181,Nepal's former prime minister KP Sharma Oli arrested over deaths during Gen Z protests,world,passive_clause,actor_entity_first,active_or_nonpassive,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B08,actor_entity_first
182,"Israel kills 3 journalists in Lebanon, including reporter for Hezbollah run broadcaster",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B08,actor_entity_first
183,Maersk halts operations at Oman's Salalah port due to security incident,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B08,actor_entity_first
184,IDF says almost done targeting 'critical' Iranian military sites as waves of strikes hit Tehran,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B08,actor_entity_first
185,"The ripple effect of the Iran war on struggling U.S. farmers: ""It couldn't have come at a worst time""",world,other,context_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,analysis_explainer,codex,B08,context_first
186,Pope Leo's message to the rich in his first foreign trip of the year,world,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,analysis_explainer,codex,B08,actor_entity_first
187,"Iran Allows 20 More Ships To Pass Through Strait Of Hormuz, Pakistan Says: 'Meaningful Step Toward Peace'",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B08,actor_entity_first
188,Several hurt as Iranian missile hits Jerusalem area town; Hezbollah continues to strike north,world,coordination,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B08,context_first
189,Paris: Suspected bomb attack outside Bank of America foiled dw.com,world,passive_clause,actor_entity_first,active_or_nonpassive,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B08,actor_entity_first
190,Ten lessons from the first month of the Iran war,world,noun_phrase_fragment,context_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,analysis_explainer,codex,B08,context_first
191,Thousands gather for anti far right march in London,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B08,actor_entity_first
192,Watch the Earth split in real time: Stunning footage captures a 2.5 meter fault slip in seconds,world,other,action_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,live_or_alert,codex,B08,action_first
193,Indonesia starts implementing social media restrictions for children under 16,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B08,actor_entity_first
194,"Rubio says Iran war to last weeks, no US ground troops needed",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B08,actor_entity_first
195,Emirates Global Aluminium Says Smelter Site Damaged in Attack,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B08,actor_entity_first
196,Orbán loses his cool as crowd boos him over Ukraine,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B08,actor_entity_first
197,Iran: Is another 1970s‑style oil crisis looming? dw.com,world,question_form,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,question_hook,question_hook,codex,B08,actor_entity_first
198,Iran says nuclear sites hit after Israel warns attacks 'will escalate',world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B08,actor_entity_first
199,"Iran's response to U.S. peace proposal expected Friday, sources say",world,passive_clause,actor_entity_first,active_or_nonpassive,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B08,actor_entity_first
200,Ukraine Says It Attacked Russia's Yaroslavl Refinery,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B08,actor_entity_first
201,Media association condemns 'violent assault' on CNN crew by Israeli soldiers theguardian.com,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,actor_entity_first
202,Dogs Were Humans' Best Friends Far Earlier Than Anyone Believed,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B09,actor_entity_first
203,Noelia Castillo Ramos Encouraged by Dad to Walk in Heartbreaking Video Before Death,world,passive_clause,actor_entity_first,active_or_nonpassive,passive_with_agent,medium_density,medium_density,live_or_alert,straight_report,codex,B09,actor_entity_first
204,"Iran's Hormuz toll booth points toward an L shaped price plateau, not the V shaped recovery traders want",world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,analysis_explainer,codex,B09,actor_entity_first
205,Iran Moves to Assert Control Over Strait While Trading Strikes With Israel,world,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B09,actor_entity_first
206,A Female Royal Navy Sailor Found Guilty of Repeated Sexual Assaults on Warship Crew,world,noun_phrase_fragment,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,context_first
207,Justice Sonia Sotomayor issues unusual apology over 'hurtful' remarks about colleague Brett Kavanaugh,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,actor_entity_first
208,"Husband of Michigan woman missing in the Bahamas leaves country, lawyer says",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,actor_entity_first
209,Bernie Sanders pushes resolutions to block US weapons sales to Israel,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,actor_entity_first
210,Republicans worry White House 'nonsense' is hurting midterm prospects,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,actor_entity_first
211,Newly released surveillance video shows Oklahoma high school principal tackling gunman,domestic,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,context_first
212,"Scoop: Trump discussed ""Jesus"" meme with Bill Pulte before posting it, sources say",domestic,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,context_first
213,Inside the sudden downfall of Eric Swalwell,domestic,noun_phrase_fragment,context_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,analysis_explainer,codex,B09,context_first
214,Hormuz traffic remains at a trickle as US blockade of Iranian ports appears to hold,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B09,actor_entity_first
215,Popes have spoken out on politics before. But with Trump and Pope Leo it's different,domestic,coordination,actor_entity_first,active_or_nonpassive,active_or_nonpassive,low_density,low_density,straight_report,analysis_explainer,codex,B09,actor_entity_first
216,Trump says war in Iran 'can be over very soon' amid uncertain peace negotiations,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B09,actor_entity_first
217,New York Gov. Kathy Hochul pushes for NYC pied à terre tax to close spending deficit,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,actor_entity_first
218,Grisly New Addition to Search for American Missing in Bahamas,domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,actor_entity_first
219,Omaha Police Fatally Shoot Woman Who Cut 3 Year Old Boy With Knife at Walmart,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,actor_entity_first
220,Guard: More could have been saved at Camp Mystic if more adults helped evacuate San Antonio Express,domestic,passive_clause,actor_entity_first,passive_agent_omitted,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B09,actor_entity_first
221,Economic Fury Targets Illicit Oil Smuggling Network Run by Iranian Regime Elite U.S. Department of the Treasury (.gov),domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,actor_entity_first
222,House Democrats file articles of impeachment against Hegseth,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,actor_entity_first
223,"Republicans, White House considering warrant related amendment in high stakes FISA talks",domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,actor_entity_first
224,"DeSantis delays Florida's redistricting session and tacks on AI, vaccines",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,actor_entity_first
225,Raleigh Water Activates Stage 1 Water Restrictions as Drought Conditions Continue,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B09,actor_entity_first
226,House defies Trump on immigration with move to shield Haitians,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B10,actor_entity_first
227,'SantaCon' organizer accused of pocketing more than $1 million earmarked to charities,domestic,passive_clause,actor_entity_first,passive_agent_omitted,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B10,actor_entity_first
228,It's Tax Day. Treasury says 53 million filers used new Trump tax breaks before the deadline,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B10,actor_entity_first
229,Super Typhoon Sinlaku pounds remote U.S. islands in the Pacific Ocean,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B10,actor_entity_first
230,AIDS activists disrupt Vought's testimony on Trump's budget,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B10,actor_entity_first
231,Citizen Naturalized Under Joe Biden Brutally Murders DHS Employee Lauren Bullis,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B10,actor_entity_first
232,Trump says China has agreed not to send weapons to Iran,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B10,actor_entity_first
233,'Less people and better results:' IRS CEO says filing season goals met after 27% staffing cut,domestic,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B10,context_first
234,Erika Kirk cancels Turning Point USA appearance with JD Vance after 'very serious threats',domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B10,actor_entity_first
235,"All of Michigan under Flood Watch as roads washed out, dams fail, people evacuated",domestic,coordination,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B10,actor_entity_first
236,"Severe weather causes damage to Ann Arbor buildings, power outages, flooded roads",domestic,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B10,context_first
237,CNN Anchor Laughs at Trump Claim That Fox 'Misquoted' Him in Live Interview,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,live_or_alert,straight_report,codex,B10,actor_entity_first
238,"As Trump threatened to fire Powell, federal prosecutors showed up unannounced at the Federal Reserve building",domestic,simple_clause,other_lead,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B10,other_lead
239,Trump administration moves to erase Jan. 6 riot convictions for seditious conspiracy,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B10,actor_entity_first
240,Key Trump lawyer who tried to overturn 2020 election permanently disbarred,domestic,passive_clause,actor_entity_first,active_or_nonpassive,passive_agent_omitted,high_density,high_density,straight_report,straight_report,codex,B10,actor_entity_first
241,"Billionaires, dark money fuel questions ahead of 2026 midterms",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,analysis_explainer,codex,B10,actor_entity_first
242,"Nearly 60% of U.S. farmers say their finances are getting worse as fertilizer, fuel costs rise: Survey",domestic,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B10,context_first
243,"Trump Breaks With Meloni, Italy's Leader, Amid Dispute Over Pope and Iran",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B10,actor_entity_first
244,Videos Show Officers Beating Man During Arrest in Brooklyn,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,analysis_explainer,analysis_explainer,codex,B10,actor_entity_first
245,Roy Cooper far outraises Michael Whatley in North Carolina Senate race,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B10,actor_entity_first
246,"In group chats and meetings, Republicans are privately petrified the Iran war could cost them the midterms",domestic,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B10,context_first
247,White House budget chief Russell Vought won't estimate Iran war cost in testimony,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B10,actor_entity_first
248,"Syracuse University Chancellor Kent Syverud diagnosed with brain cancer, steps down",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B10,actor_entity_first
249,Capitol agenda: Cory Mills under fire but not going anywhere,domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,analysis_explainer,codex,B10,actor_entity_first
250,Houston in showdown with state over immigration ordinance,domestic,noun_phrase_fragment,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B10,actor_entity_first
251,The Senate Is 'Prepared' To Confirm A Supreme Court Justice And Ted Cruz Might Be The Pick,domestic,coordination,context_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B11,context_first
252,Tax Day arrives with Republicans struggling to sell their cuts,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B11,actor_entity_first
253,"DNI Gabbard targets whistleblower, ex inspector general in criminal referral",domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B11,actor_entity_first
254,Hedge funds think they can make a killing on Trump tariff refunds politico.eu,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B11,actor_entity_first
255,Cities scramble to comply with or fight major state housing law,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B11,actor_entity_first
256,WATCH LIVE: Severe storms hit parts of Kansas City area on Wednesday evening,domestic,simple_clause,action_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,live_or_alert,live_or_alert,codex,B11,action_first
257,GOP leaders struggle to keep $75B immigration plan narrow,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B11,actor_entity_first
258,Senate rejects resolution to block Trump from striking Iran,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B11,actor_entity_first
259,James Talarico raises record breaking $27 million in first quarter for Senate bid,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,live_or_alert,straight_report,codex,B11,actor_entity_first
260,Caltrans to close section of I 80 in SF. 'It's going to be crazy.',domestic,other,actor_entity_first,active_or_nonpassive,active_or_nonpassive,low_density,low_density,straight_report,straight_report,codex,B11,actor_entity_first
261,New federal Medicaid rules require 1 month of work. Some states demand more.,domestic,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B11,context_first
262,"Spanberger amends, signs sweeping gun legislation reshaping Virginia's firearm laws",domestic,coordination,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B11,actor_entity_first
263,House passes aviation safety bill in response to deadly midair collision near D.C.,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B11,actor_entity_first
264,A bipartisan duo helped force Reps. Swalwell and Gonzales to resign. They say other House members could be next.,domestic,simple_clause,context_first,active_or_nonpassive,active_or_nonpassive,medium_density,medium_density,straight_report,straight_report,codex,B11,context_first
265,"At least 75 vehicles involved in I 70 pileup near Eisenhower Tunnel, 19 people taken to hospital",domestic,coordination,context_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B11,context_first
266,Iran claims oil tanker transits Strait of Hormuz amid U.S. blockade on Iranian ports,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B11,actor_entity_first
267,Gavin Newsom faces growing pressure to intervene in a scrambled California governor's race,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B11,actor_entity_first
268,Trump threatens to shred UK trade deal over Starmer's Iran war opposition politico.eu,domestic,simple_clause,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,straight_report,straight_report,codex,B11,actor_entity_first
269,Iran War News Live Updates: Blockade 'Fully Implemented' as Mediators Push for U.S. Iran Ceasefire Extension,world,other,actor_entity_first,active_or_nonpassive,active_or_nonpassive,high_density,high_density,live_or_alert,live_or_alert,codex,B11,actor_entity_first
